edad,sueldo,experiencia,a�os_empleo,etiqueta,pais
20,86460,1,4,C,Urugay
25,48951,8,4,C,Argentina
51,60311,14,5,C,Argentina
29,43891,5,4,A,Argentina
40,46875,2,5,C,Mexico
46,75799,14,4,B,Canada
24,27534,1,5,C,Peru
33,82965,12,5,B,Urugay
36,38389,7,1,C,Mexico
50,40984,9,9,C,Canada
41,86899,13,6,B,Canada
53,25014,12,5,B,Mexico
59,35129,6,3,B,Estados Unidos
23,63239,9,4,C,Mexico
62,41140,10,3,A,Argentina
23,51082,13,8,A,Argentina
63,26090,7,6,C,Argentina
53,69951,12,5,A,Urugay
32,51677,2,2,A,Peru
34,39434,2,5,C,Urugay
44,84673,9,9,B,Urugay
58,30141,3,9,A,Canada
48,92699,6,4,B,Canada
28,87048,12,8,A,Estados Unidos
52,54542,4,3,B,Canada
28,31925,8,6,A,Argentina
33,37529,13,6,C,Estados Unidos
22,87008,4,8,C,Mexico
42,59854,3,1,B,Mexico
29,59748,11,9,A,Peru
40,96143,3,8,A,Argentina
61,29689,9,4,C,Estados Unidos
52,89559,2,7,A,Canada
56,78391,14,4,A,Canada
64,94205,13,8,B,Canada
44,64210,10,7,C,Mexico
43,62858,3,6,C,Peru
32,63737,7,1,B,Canada
33,50053,2,9,C,Argentina
36,26180,5,7,C,Argentina
25,92122,3,6,B,Peru
52,65376,14,3,C,Urugay
30,68957,4,3,C,Urugay
47,44211,11,8,B,Peru
53,68533,7,7,A,Peru
25,50488,14,7,C,Argentina
44,55147,1,6,C,Urugay
43,66602,4,5,C,Canada
61,86862,3,7,C,Urugay
24,68474,6,3,A,Mexico
36,36721,13,5,C,Argentina
62,51015,2,1,B,Peru
22,46650,3,7,A,Urugay
37,30434,11,7,C,Urugay
48,85350,4,2,B,Peru
58,99313,13,6,B,Argentina
21,37209,3,1,A,Estados Unidos
53,78816,12,6,C,Estados Unidos
24,28657,10,5,C,Canada
48,83006,12,6,C,Canada
23,68959,11,9,C,Peru
62,50382,5,7,B,Canada
55,69097,8,2,C,Canada
37,94549,4,3,C,Canada
49,71867,1,1,B,Argentina
44,65663,11,4,C,Peru
44,89400,11,6,C,Peru
58,80490,4,2,C,Mexico
60,37193,12,9,B,Canada
46,39258,6,3,C,Peru
27,57023,5,9,B,Argentina
59,51697,5,1,A,Argentina
53,96050,3,5,A,Mexico
49,48492,2,2,C,Mexico
31,36278,4,4,A,Mexico
20,81314,10,5,B,Mexico
55,62652,12,3,A,Urugay
23,67742,9,9,C,Argentina
53,62360,12,4,A,Canada
60,50271,11,5,A,Peru
63,26870,5,5,C,Mexico
42,31177,8,7,C,Urugay
46,50369,6,4,A,Peru
42,84203,6,3,B,Peru
59,95739,14,8,A,Canada
45,78501,11,2,B,Mexico
53,42664,12,1,A,Mexico
31,87732,1,6,B,Canada
52,57947,2,3,A,Mexico
46,61618,14,2,A,Peru
42,52140,1,6,C,Argentina
20,41835,8,1,B,Urugay
23,90721,4,9,B,Peru
40,83844,14,6,A,Mexico
56,61740,3,5,A,Argentina
56,58631,12,9,C,Canada
25,35163,6,2,A,Canada
57,49507,14,7,C,Argentina
26,89895,14,9,A,Urugay
59,34054,11,6,C,Argentina
63,39028,4,6,B,Estados Unidos
25,35641,11,9,C,Mexico
38,81842,4,3,C,Mexico
42,26916,3,8,B,Urugay
26,39649,11,9,B,Argentina
51,34301,12,2,B,Canada
53,71280,7,2,B,Estados Unidos
53,42194,12,8,B,Argentina
54,91680,11,7,A,Urugay
45,43639,7,6,A,Canada
21,67066,13,4,A,Argentina
51,27105,3,4,A,Peru
43,90016,1,5,B,Urugay
55,97327,8,7,B,Peru
45,48675,12,2,C,Mexico
54,99380,4,2,B,Peru
63,78732,6,5,B,Urugay
56,27404,12,6,C,Urugay
21,49206,3,6,C,Argentina
41,71705,11,6,B,Mexico
25,75402,9,1,C,Argentina
29,95609,10,5,B,Peru
32,78582,14,5,C,Urugay
41,94153,10,7,A,Peru
50,82784,7,6,C,Mexico
58,80992,9,4,B,Urugay
33,57868,3,7,A,Canada
23,89933,12,6,C,Mexico
63,86302,9,4,C,Urugay
45,41736,13,9,C,Argentina
44,57835,10,6,B,Urugay
60,98804,1,5,B,Canada
23,28238,2,8,A,Argentina
61,92621,14,6,A,Urugay
30,76431,10,9,C,Argentina
23,55814,3,9,A,Canada
31,76687,9,4,C,Urugay
49,88937,8,5,B,Argentina
60,85159,5,3,A,Mexico
62,31687,2,2,A,Canada
33,87758,7,3,C,Estados Unidos
61,39868,14,4,B,Argentina
64,25228,14,1,C,Mexico
27,27188,11,1,C,Peru
53,81919,1,9,B,Estados Unidos
29,35311,3,5,B,Canada
47,84808,13,9,A,Mexico
54,62496,5,5,A,Argentina
64,89587,12,5,B,Estados Unidos
28,93947,14,8,C,Urugay
46,36259,5,3,C,Peru
38,70493,5,9,C,Canada
58,75057,11,5,A,Argentina
55,75916,4,9,A,Peru
21,58395,14,9,A,Mexico
61,55843,3,1,A,Mexico
30,93272,8,8,B,Argentina
22,47666,3,5,C,Estados Unidos
28,27459,6,1,A,Argentina
29,99408,14,4,C,Peru
64,58239,7,1,C,Argentina
50,31003,2,7,C,Peru
64,53916,13,8,C,Mexico
63,76036,7,5,C,Mexico
29,84131,14,3,A,Urugay
27,63312,8,4,A,Urugay
45,53151,9,2,C,Urugay
60,58082,6,1,A,Urugay
38,37334,13,9,B,Mexico
22,42003,12,5,C,Mexico
28,40963,3,4,B,Argentina
20,85375,7,7,B,Estados Unidos
28,56793,1,1,C,Peru
33,79511,9,3,B,Estados Unidos
33,85510,14,4,B,Estados Unidos
52,84776,10,7,A,Estados Unidos
28,99143,4,1,A,Estados Unidos
30,54696,6,8,B,Urugay
52,92336,10,8,A,Mexico
33,36335,11,4,C,Argentina
54,38160,9,5,C,Estados Unidos
56,86257,4,3,B,Urugay
39,51309,11,4,B,Canada
51,66278,4,3,B,Argentina
57,61268,4,5,A,Canada
33,74016,1,9,B,Mexico
39,89600,3,6,B,Canada
22,49865,10,3,A,Estados Unidos
51,79415,3,9,C,Argentina
35,41496,3,1,C,Mexico
22,86035,8,7,A,Peru
31,39260,7,9,A,Peru
34,66353,2,5,B,Estados Unidos
25,86797,7,3,C,Peru
31,58893,1,9,C,Urugay
58,31840,9,6,A,Mexico
28,40146,2,4,C,Mexico
38,90843,9,2,B,Peru
38,89118,7,1,C,Argentina
20,46971,9,9,B,Mexico
26,79378,3,6,A,Canada
44,54511,9,2,C,Peru
21,50348,10,1,C,Mexico
29,82179,1,4,A,Estados Unidos
51,52887,11,8,A,Mexico
35,98895,12,4,B,Argentina
57,53582,12,6,B,Urugay
40,66234,11,7,A,Peru
38,87111,14,7,C,Urugay
22,60974,12,4,A,Urugay
41,34602,8,4,B,Urugay
53,73901,10,7,B,Argentina
62,88493,4,4,C,Estados Unidos
48,47287,9,7,A,Mexico
39,31924,12,9,C,Urugay
30,45490,9,1,A,Canada
22,36913,8,6,B,Canada
56,53802,1,4,B,Canada
30,39385,12,3,B,Peru
33,28527,11,8,C,Argentina
26,77107,4,1,B,Canada
22,25890,1,7,C,Argentina
61,60863,1,5,B,Urugay
43,64668,13,3,C,Peru
37,32961,13,1,C,Canada
61,71592,8,6,A,Mexico
29,59357,10,2,A,Peru
53,55622,9,4,C,Canada
56,65854,5,3,C,Canada
25,81901,5,5,B,Urugay
39,63381,6,8,C,Estados Unidos
53,75291,2,6,A,Canada
50,37646,14,5,A,Peru
46,34665,8,3,B,Argentina
62,40138,8,1,A,Peru
64,87587,9,9,A,Urugay
54,43827,6,1,A,Mexico
20,51507,6,2,C,Mexico
32,39630,14,4,C,Estados Unidos
56,47021,1,1,C,Argentina
36,57456,11,1,B,Estados Unidos
41,38693,1,5,B,Canada
47,92745,1,6,B,Urugay
53,68497,5,5,C,Mexico
24,79344,9,1,A,Peru
61,77184,5,7,B,Mexico
33,86226,7,6,C,Argentina
63,35092,2,1,C,Urugay
44,91380,7,1,B,Argentina
41,80190,3,3,B,Argentina
29,30173,8,8,B,Canada
51,40285,11,3,B,Peru
54,59722,4,6,A,Mexico
50,65604,12,4,A,Argentina
41,59388,7,4,A,Argentina
59,75513,7,3,A,Urugay
63,86095,11,7,A,Mexico
23,47458,5,9,B,Peru
33,47670,8,8,A,Argentina
46,70456,7,1,B,Canada
56,75304,5,4,C,Mexico
35,96092,6,1,B,Argentina
25,96150,12,7,A,Argentina
24,97360,13,2,C,Argentina
21,33693,12,5,B,Argentina
47,96905,9,6,C,Mexico
20,80261,6,7,A,Urugay
36,71061,1,9,B,Mexico
28,29935,12,4,C,Mexico
42,87190,1,2,A,Canada
22,43774,8,2,C,Mexico
33,96642,12,5,A,Argentina
47,29329,13,8,C,Estados Unidos
42,81951,11,7,A,Mexico
49,68931,11,8,B,Mexico
21,63858,11,3,B,Estados Unidos
28,68267,8,5,A,Argentina
37,58756,5,9,A,Peru
35,80075,2,8,A,Mexico
63,79319,12,8,C,Urugay
34,95513,1,5,A,Estados Unidos
41,47063,6,3,A,Canada
41,31030,14,7,C,Estados Unidos
59,78613,9,2,C,Peru
32,32212,7,5,B,Urugay
42,87622,12,6,A,Mexico
55,52697,7,2,B,Canada
62,61196,13,5,C,Peru
44,30634,10,4,C,Peru
23,76038,2,5,B,Peru
49,85784,4,1,A,Canada
31,79530,13,8,B,Argentina
52,74350,14,9,A,Peru
23,30740,4,9,A,Argentina
30,46420,7,7,C,Estados Unidos
31,55454,5,4,A,Estados Unidos
50,66542,14,9,B,Peru
25,97445,1,9,B,Mexico
29,61502,13,7,C,Urugay
35,77782,1,3,C,Urugay
30,34556,9,7,B,Urugay
37,97583,9,3,A,Urugay
41,28562,13,2,C,Urugay
48,47762,9,8,C,Estados Unidos
21,53495,2,8,C,Mexico
47,42576,11,9,B,Peru
33,79977,11,2,C,Mexico
31,49591,14,7,A,Canada
44,74772,9,7,C,Mexico
50,98543,2,1,C,Urugay
25,71283,4,7,C,Peru
51,67527,1,6,C,Canada
28,99277,10,3,A,Estados Unidos
50,81950,10,6,B,Urugay
35,71056,8,9,C,Argentina
25,54657,14,2,A,Urugay
44,41379,3,3,A,Mexico
22,78240,11,7,A,Urugay
50,42707,11,7,C,Urugay
30,90628,6,3,C,Peru
63,73166,2,5,C,Argentina
39,97662,9,6,B,Urugay
57,73426,11,9,B,Canada
62,76606,1,2,C,Argentina
57,25294,12,4,B,Urugay
57,36994,4,2,C,Mexico
36,47757,8,3,C,Urugay
60,64771,12,4,C,Mexico
59,26338,7,3,A,Peru
26,70321,9,8,C,Canada
21,45677,11,8,C,Estados Unidos
42,44731,6,5,C,Canada
49,78369,3,6,B,Peru
42,29822,13,3,C,Mexico
55,51180,7,6,B,Estados Unidos
44,40009,8,6,C,Estados Unidos
45,88897,1,8,C,Argentina
24,63904,14,6,A,Canada
41,79996,8,3,B,Estados Unidos
61,61031,10,2,A,Estados Unidos
51,41284,6,4,C,Urugay
52,39171,13,1,A,Estados Unidos
54,85376,11,2,C,Argentina
36,33803,9,5,A,Argentina
24,98888,2,7,C,Mexico
42,82569,1,2,A,Urugay
56,88424,9,4,B,Peru
43,26499,5,6,A,Peru
38,72919,11,8,C,Argentina
48,38347,9,4,A,Mexico
35,90766,2,4,A,Canada
63,75170,5,6,C,Mexico
62,48420,8,3,B,Mexico
20,54766,13,7,C,Urugay
36,91406,9,6,A,Argentina
44,82476,8,9,A,Argentina
34,66741,14,1,C,Peru
52,98353,5,7,B,Urugay
48,79742,11,3,A,Argentina
32,34730,13,2,C,Urugay
57,74658,8,2,B,Mexico
38,79840,8,3,C,Argentina
23,39634,3,1,A,Canada
33,67270,6,1,C,Estados Unidos
44,46661,7,5,A,Argentina
51,27362,5,5,C,Peru
63,87377,3,8,B,Mexico
34,71626,11,8,A,Estados Unidos
32,99142,13,5,C,Peru
43,70680,10,9,B,Argentina
42,65532,6,8,A,Argentina
53,32093,11,5,B,Argentina
35,61329,1,5,C,Mexico
41,54162,3,8,B,Peru
64,83970,7,4,B,Peru
54,46193,1,4,B,Mexico
38,27510,4,4,C,Argentina
20,61032,3,8,B,Urugay
33,45473,14,3,C,Canada
33,81027,7,7,A,Peru
62,25724,5,7,C,Estados Unidos
36,61425,7,5,A,Urugay
25,56030,13,4,C,Mexico
41,90448,14,7,C,Peru
28,48951,3,3,C,Canada
45,62413,2,2,C,Canada
36,30831,5,3,C,Mexico
42,41440,13,1,A,Mexico
45,51458,9,2,C,Urugay
50,95297,8,8,A,Estados Unidos
48,59300,3,6,B,Mexico
35,25583,10,2,C,Peru
26,71924,13,3,B,Estados Unidos
27,81560,3,8,C,Peru
37,97248,10,7,C,Estados Unidos
60,64205,14,7,A,Canada
28,48070,14,6,A,Estados Unidos
57,80795,10,9,C,Mexico
59,39296,11,2,C,Urugay
63,68615,1,9,A,Peru
24,39242,5,9,A,Peru
53,91409,7,8,C,Mexico
54,56446,6,6,B,Estados Unidos
45,42874,6,3,B,Estados Unidos
21,26840,10,2,B,Mexico
57,71700,5,2,A,Argentina
59,81169,4,2,C,Peru
31,90379,3,3,B,Urugay
24,62948,4,5,C,Urugay
47,73897,6,4,B,Mexico
54,53292,3,3,A,Estados Unidos
22,44322,13,1,C,Urugay
41,81174,14,5,B,Urugay
64,77088,8,7,A,Canada
26,27343,7,6,B,Mexico
36,49734,7,1,C,Argentina
58,61873,12,8,A,Estados Unidos
22,94050,11,2,B,Canada
61,25704,12,4,A,Peru
36,93068,7,6,C,Argentina
38,41071,2,6,C,Argentina
63,27111,12,1,B,Canada
50,32830,6,5,B,Peru
40,82926,10,9,C,Peru
57,48474,9,4,C,Estados Unidos
62,79445,2,6,A,Urugay
53,72211,3,8,A,Urugay
43,63943,10,9,B,Peru
32,67427,1,2,A,Canada
43,33867,4,5,C,Mexico
54,27900,9,3,B,Urugay
29,53080,12,4,C,Mexico
57,61259,13,1,B,Canada
55,43257,13,4,A,Mexico
39,29177,13,8,B,Argentina
54,88649,7,2,B,Peru
36,65544,2,3,C,Estados Unidos
24,84386,10,5,C,Canada
42,63961,14,8,A,Mexico
48,37828,1,6,A,Estados Unidos
63,31190,8,9,C,Mexico
61,65759,9,7,B,Estados Unidos
46,89091,4,1,B,Estados Unidos
25,34336,12,2,A,Estados Unidos
41,35371,8,9,C,Estados Unidos
60,98916,6,2,A,Canada
60,67792,6,5,C,Peru
33,98134,14,2,A,Canada
34,35034,8,9,B,Estados Unidos
50,55843,11,6,A,Canada
38,46847,13,3,C,Urugay
29,26672,12,1,C,Peru
63,45360,14,5,A,Canada
27,77486,9,8,B,Argentina
25,41110,12,7,A,Argentina
60,26042,13,8,C,Mexico
64,90529,14,1,C,Estados Unidos
64,68762,8,6,C,Estados Unidos
35,58991,6,2,A,Peru
49,42277,7,1,A,Urugay
59,86885,5,7,C,Argentina
44,61668,4,1,C,Peru
46,97113,3,1,A,Urugay
32,61184,13,6,C,Mexico
45,58101,2,8,A,Urugay
35,59613,12,7,A,Peru
30,53592,8,3,C,Mexico
31,92698,2,7,A,Estados Unidos
31,47885,10,4,C,Urugay
53,93799,7,8,A,Peru
22,44779,12,8,A,Peru
62,53532,14,3,A,Peru
46,35153,7,9,B,Canada
38,98893,4,6,A,Argentina
23,57868,10,6,C,Argentina
42,55746,4,1,C,Canada
38,85207,13,1,C,Canada
55,62522,13,9,C,Estados Unidos
56,66978,9,7,C,Argentina
60,69365,8,9,C,Argentina
44,54356,4,2,A,Canada
62,90107,14,9,A,Mexico
32,25582,4,2,C,Urugay
62,99384,14,4,B,Canada
64,55754,14,7,B,Peru
47,57003,5,3,B,Canada
52,59564,11,1,B,Canada
30,57494,2,7,B,Urugay
32,25881,14,3,C,Estados Unidos
62,81605,14,6,B,Mexico
29,32316,8,7,A,Estados Unidos
52,92221,8,9,B,Estados Unidos
46,51942,5,1,C,Peru
39,42679,10,2,A,Estados Unidos
53,80054,2,3,C,Urugay
21,91035,3,7,C,Urugay
21,84546,3,1,C,Argentina
25,43229,5,3,C,Peru
41,78839,4,9,B,Mexico
46,96772,8,2,A,Argentina
57,32811,7,4,B,Canada
55,46949,6,3,C,Peru
31,65633,14,2,A,Mexico
23,50510,10,9,C,Canada
44,77613,6,8,B,Mexico
56,50457,1,3,B,Mexico
42,39191,9,6,C,Peru
50,46652,6,6,A,Peru
38,89428,6,1,B,Mexico
34,84120,1,5,B,Canada
51,80110,10,7,B,Argentina
56,76673,11,3,C,Canada
30,72713,11,9,C,Estados Unidos
57,45424,13,1,B,Peru
37,73911,3,4,A,Canada
49,49804,9,4,B,Argentina
45,28270,2,6,C,Peru
49,84761,2,6,C,Canada
32,55355,5,5,C,Estados Unidos
51,85849,14,1,B,Estados Unidos
28,75314,5,1,C,Urugay
21,69653,14,6,B,Canada
27,33791,6,9,A,Estados Unidos
43,86952,14,1,A,Canada
23,47777,4,4,A,Mexico
30,92253,11,3,C,Estados Unidos
38,40506,9,6,B,Canada
46,67774,12,4,B,Mexico
55,58254,6,3,B,Mexico
35,69514,2,8,A,Peru
33,79881,9,5,B,Argentina
22,71654,1,1,B,Canada
26,32793,4,1,C,Argentina
44,64187,11,2,A,Peru
60,57762,1,2,C,Canada
39,56960,4,6,A,Argentina
34,99254,12,3,B,Mexico
39,71009,5,1,B,Argentina
29,66903,5,8,A,Estados Unidos
49,66786,9,1,A,Urugay
31,44724,6,6,B,Canada
53,93889,6,6,A,Argentina
31,56600,11,7,C,Mexico
58,62035,13,8,B,Canada
44,49724,13,8,A,Mexico
53,78123,10,1,C,Estados Unidos
58,44492,9,1,A,Argentina
40,59772,11,2,A,Argentina
45,34322,6,5,C,Peru
20,75348,7,1,B,Mexico
28,59599,1,8,A,Urugay
37,86650,5,6,A,Urugay
59,43213,12,7,B,Urugay
21,39456,10,2,A,Estados Unidos
33,77701,6,8,A,Peru
21,79698,13,4,C,Estados Unidos
54,36348,12,1,B,Canada
43,39451,13,4,A,Mexico
27,81721,11,8,C,Argentina
52,41873,2,7,B,Mexico
40,30497,9,1,A,Urugay
50,71499,11,5,C,Mexico
53,67599,3,5,C,Mexico
54,91174,8,1,B,Estados Unidos
47,49813,9,4,B,Canada
51,38278,2,1,C,Mexico
54,97974,8,5,A,Urugay
26,87182,9,8,A,Argentina
47,83831,12,3,B,Peru
23,89922,5,8,C,Peru
25,96542,6,5,A,Argentina
21,49432,14,2,A,Urugay
46,61733,7,7,A,Urugay
23,94154,5,4,B,Urugay
50,76466,1,2,C,Canada
60,39147,2,6,C,Argentina
25,89628,14,3,B,Mexico
44,73485,10,2,C,Mexico
43,63797,8,6,A,Peru
30,78145,2,3,A,Mexico
59,82168,10,5,B,Estados Unidos
49,97350,8,5,B,Mexico
23,95957,11,6,A,Urugay
51,92977,8,7,A,Mexico
26,47919,7,5,A,Canada
39,31100,12,2,B,Urugay
46,41452,8,8,B,Canada
34,55347,5,9,A,Urugay
22,87071,6,8,A,Peru
49,93804,3,1,A,Argentina
37,85426,8,6,C,Estados Unidos
30,73950,6,5,C,Urugay
49,29668,5,1,C,Estados Unidos
42,79857,4,6,B,Argentina
63,79207,11,9,B,Argentina
44,64639,13,3,A,Canada
60,50298,14,8,B,Estados Unidos
42,43794,7,1,A,Estados Unidos
29,65896,10,2,C,Canada
58,26981,3,4,A,Argentina
35,52031,1,2,B,Argentina
51,25162,7,4,A,Urugay
20,47564,7,6,A,Estados Unidos
42,71624,14,4,C,Argentina
26,63361,13,8,C,Canada
61,95252,4,1,A,Canada
30,86994,2,1,A,Mexico
21,40531,13,5,A,Estados Unidos
33,47855,4,6,A,Urugay
64,37500,1,1,B,Peru
48,64002,4,2,C,Argentina
59,43163,13,7,B,Mexico
55,30991,4,6,C,Mexico
43,46791,2,7,B,Peru
54,65691,12,9,A,Peru
22,70862,2,3,C,Peru
30,44335,1,7,A,Mexico
41,91196,1,7,A,Estados Unidos
59,62745,9,9,A,Canada
49,74144,1,6,C,Argentina
26,47818,13,1,A,Peru
48,42425,1,1,B,Mexico
33,97487,2,3,C,Urugay
56,87726,1,5,A,Argentina
53,98646,1,2,A,Argentina
26,96840,13,3,C,Mexico
57,96822,8,7,B,Peru
55,83418,14,2,C,Urugay
21,44215,11,2,C,Mexico
44,34636,10,2,C,Peru
54,36774,9,7,C,Urugay
56,64214,4,1,C,Urugay
49,97443,7,8,C,Peru
42,45118,7,7,A,Urugay
47,33230,9,5,C,Estados Unidos
46,70120,13,6,C,Peru
60,25434,12,1,C,Urugay
56,34868,3,8,C,Urugay
35,69441,13,8,A,Urugay
42,44739,5,2,C,Peru
61,57818,12,3,C,Argentina
54,58559,9,7,B,Canada
53,32340,4,4,A,Canada
62,58585,7,3,A,Urugay
34,56185,2,4,A,Peru
38,74833,5,1,B,Peru
60,96905,14,4,B,Urugay
52,32311,12,5,B,Peru
53,47870,6,5,C,Canada
21,66293,11,3,B,Urugay
52,81624,13,7,C,Mexico
38,47122,9,7,B,Argentina
48,60262,1,1,C,Peru
62,27641,2,3,A,Urugay
61,71124,8,2,B,Mexico
29,89369,10,5,B,Urugay
59,82208,3,3,B,Estados Unidos
60,25850,6,7,B,Estados Unidos
54,62931,5,9,A,Peru
62,95459,9,4,C,Canada
20,27909,4,7,C,Urugay
33,31139,9,1,C,Canada
22,67458,14,6,C,Canada
28,98189,1,7,A,Canada
30,79400,12,1,B,Urugay
57,56490,1,7,C,Urugay
24,90462,11,4,C,Canada
31,89861,8,7,B,Estados Unidos
63,56785,14,8,B,Canada
62,61692,2,3,C,Argentina
46,29862,14,2,B,Argentina
24,34983,13,4,A,Peru
46,94979,6,1,C,Canada
59,93774,14,7,B,Estados Unidos
34,74586,12,9,C,Urugay
29,44755,8,8,C,Canada
60,52356,1,9,A,Argentina
52,37363,1,2,A,Mexico
24,58102,12,6,C,Urugay
44,37280,3,7,C,Argentina
58,63074,6,3,B,Canada
38,32175,6,3,C,Peru
60,37939,13,4,B,Peru
61,51170,13,5,A,Canada
20,62888,2,6,C,Canada
45,39263,12,5,C,Mexico
64,53336,6,8,C,Argentina
50,50670,7,9,A,Urugay
27,75925,6,5,B,Peru
48,76133,4,9,B,Mexico
21,44750,13,6,C,Mexico
29,76238,7,7,A,Mexico
28,56435,12,6,C,Urugay
60,50780,13,4,C,Urugay
57,69260,10,6,B,Estados Unidos
49,50022,3,6,B,Estados Unidos
26,83065,1,1,B,Argentina
41,91701,8,4,A,Canada
48,31065,5,2,B,Mexico
36,85572,14,3,A,Argentina
51,95281,9,6,A,Argentina
51,96786,6,8,B,Peru
50,72928,9,8,B,Urugay
47,41457,12,5,A,Urugay
46,95199,10,7,B,Argentina
55,74893,7,3,C,Peru
22,38484,8,2,B,Canada
22,69832,13,9,B,Argentina
45,74380,2,3,B,Argentina
50,30563,4,5,A,Estados Unidos
54,82717,6,8,A,Argentina
40,76412,7,9,B,Estados Unidos
37,43942,1,7,C,Canada
61,46843,14,4,B,Mexico
58,50604,3,8,B,Estados Unidos
45,32315,4,3,B,Argentina
44,99336,7,8,C,Urugay
44,71821,3,3,A,Urugay
22,25210,10,3,B,Urugay
51,41871,11,4,C,Urugay
61,27870,13,7,A,Peru
29,64667,4,2,A,Canada
62,76546,7,4,B,Argentina
39,78345,8,5,C,Canada
60,46255,10,8,A,Argentina
62,82766,1,8,B,Argentina
57,28154,2,7,B,Urugay
36,45794,7,2,B,Estados Unidos
55,91966,6,7,C,Mexico
26,99628,8,3,A,Peru
38,33716,8,4,B,Urugay
36,71356,9,7,C,Mexico
37,37060,10,1,C,Canada
23,74622,4,4,B,Peru
59,77837,14,8,B,Peru
57,28749,2,2,B,Argentina
41,92382,3,6,B,Mexico
20,87312,3,5,C,Estados Unidos
60,56191,9,7,B,Argentina
30,53161,11,2,C,Peru
38,83118,1,9,A,Argentina
29,41484,7,6,C,Estados Unidos
23,79758,12,7,A,Peru
63,72027,3,8,C,Mexico
27,40135,13,2,C,Mexico
21,89592,7,7,C,Mexico
48,43534,11,5,B,Peru
36,35590,7,1,C,Peru
48,66942,6,2,C,Argentina
45,65818,14,1,A,Urugay
55,46054,13,4,A,Mexico
55,88139,8,3,C,Mexico
26,85609,6,4,B,Estados Unidos
30,37543,12,3,A,Canada
36,53306,9,5,B,Canada
34,52197,5,6,B,Mexico
29,33691,3,8,A,Mexico
26,76290,4,2,A,Estados Unidos
49,74995,12,5,C,Urugay
42,49245,5,9,B,Peru
33,70961,4,6,C,Peru
52,92749,13,1,A,Peru
31,87612,4,2,A,Canada
63,43554,14,5,A,Estados Unidos
57,32809,10,6,C,Urugay
29,32549,9,6,C,Argentina
55,69084,11,3,C,Mexico
31,60512,9,4,A,Canada
52,65161,11,5,B,Mexico
47,73930,5,7,C,Mexico
46,47224,8,8,A,Canada
45,87595,11,7,A,Canada
50,68667,14,9,B,Argentina
27,44134,5,1,C,Argentina
20,52352,3,9,B,Mexico
53,65411,12,3,A,Argentina
59,47158,11,9,B,Canada
33,35197,2,3,C,Peru
60,48305,3,2,B,Mexico
56,26138,2,6,A,Urugay
55,29143,2,2,C,Mexico
47,29471,10,9,B,Argentina
49,31665,4,2,C,Mexico
60,56437,13,7,B,Estados Unidos
39,32134,6,4,B,Peru
45,81732,5,4,C,Peru
48,91424,10,4,A,Argentina
25,57748,12,1,C,Estados Unidos
39,76144,3,3,B,Urugay
36,44581,5,5,B,Canada
42,35127,2,4,B,Argentina
59,84010,6,5,B,Argentina
27,67001,9,8,C,Mexico
53,65260,14,2,B,Peru
27,83098,5,2,C,Argentina
26,26614,5,3,B,Canada
37,68159,8,1,C,Mexico
29,75132,13,3,A,Mexico
26,31590,14,5,A,Estados Unidos
21,58758,2,6,B,Argentina
30,68777,11,6,B,Argentina
34,38664,8,3,B,Peru
63,29557,2,5,A,Urugay
52,66760,8,1,B,Argentina
60,90505,12,7,A,Urugay
21,48963,5,5,B,Estados Unidos
38,50175,14,6,C,Canada
43,55233,5,3,B,Mexico
22,56544,4,4,A,Argentina
32,42810,6,9,A,Argentina
60,26172,1,5,C,Mexico
57,62486,2,5,A,Mexico
59,50820,8,9,A,Mexico
29,86574,11,6,C,Canada
47,92442,9,7,A,Urugay
43,92666,4,7,C,Urugay
33,57029,8,5,C,Estados Unidos
34,26779,14,9,C,Argentina
44,73024,13,1,C,Estados Unidos
35,28595,13,5,A,Canada
32,74530,13,2,A,Urugay
61,33471,13,3,C,Estados Unidos
43,68872,10,5,B,Estados Unidos
60,93503,4,8,A,Canada
34,54314,14,3,C,Peru
38,25865,5,5,C,Mexico
52,64224,6,9,A,Argentina
20,61940,12,5,A,Canada
54,52792,10,1,B,Canada
35,80409,1,6,B,Canada
48,89030,5,6,C,Peru
49,37803,12,9,B,Peru
56,36953,5,1,B,Estados Unidos
34,88235,7,8,B,Mexico
52,82362,8,6,A,Mexico
33,75942,10,4,C,Estados Unidos
32,96570,10,1,A,Canada
37,33543,1,2,A,Mexico
49,85767,9,4,B,Peru
64,95187,4,6,C,Argentina
53,41379,8,6,A,Canada
60,32289,13,2,C,Estados Unidos
31,47042,1,3,B,Estados Unidos
37,81255,3,8,B,Urugay
55,52969,1,3,C,Argentina
53,95313,10,9,B,Argentina
49,86509,14,7,A,Peru
55,67678,8,2,A,Estados Unidos
48,77497,12,9,B,Argentina
54,92180,8,5,C,Mexico
37,98368,10,9,A,Argentina
57,99931,3,5,A,Estados Unidos
23,82161,12,7,C,Canada
53,39153,6,8,B,Canada
63,50198,12,8,A,Urugay
35,92220,5,2,C,Argentina
56,46198,4,8,B,Mexico
25,69186,11,8,A,Peru
45,42846,6,3,A,Estados Unidos
24,70074,4,5,A,Estados Unidos
54,46724,2,9,C,Mexico
38,66872,6,3,B,Argentina
26,93866,13,3,B,Mexico
46,94510,6,4,C,Urugay
29,78599,2,9,C,Canada
33,50891,1,9,A,Urugay
35,63496,14,2,C,Peru
63,37189,6,2,A,Peru
54,60528,14,3,A,Argentina
